template_name,template,targets,template_category,target_category,experiment,comment
is_it_true,"{premise} Based on the previous passage, is it true that ""{hypothesis}""?",right;wrong,instructive,yes-no-like,sec5,
is_it_true,"{premise} Based on the previous passage, is it true that ""{hypothesis}""?",correct;incorrect,instructive,yes-no-like,sec5,
is_it_true,"{premise} Based on the previous passage, is it true that ""{hypothesis}""?",agree;disagree,instructive,yes-no-like,sec5,
is_it_true,"{premise} Based on the previous passage, is it true that ""{hypothesis}""?",good;bad,instructive,yes-no-like,sec5,
is_it_true,"{premise} Based on the previous passage, is it true that ""{hypothesis}""?",no;yes,instructive,reversed,sec5,
is_it_true,"{premise} Based on the previous passage, is it true that ""{hypothesis}""?",false;true,instructive,reversed,sec5,
is_it_true,"{premise} Based on the previous passage, is it true that ""{hypothesis}""?",negative;positive,instructive,reversed,sec5,
is_it_true,"{premise} Based on the previous passage, is it true that ""{hypothesis}""?",cat;dog,instructive,arbitrary,sec5,
is_it_true,"{premise} Based on the previous passage, is it true that ""{hypothesis}""?",She;He,instructive,arbitrary,sec5,
is_it_true,"{premise} Based on the previous passage, is it true that ""{hypothesis}""?",B;C,instructive,arbitrary,sec5,
guaranteed_true,"Given {premise} Is it guaranteed true that ""{hypothesis}""?",true;false,instructive,yes-no-like,sec5,
guaranteed_true,"Given {premise} Is it guaranteed true that ""{hypothesis}""?",positive;negative,instructive,yes-no-like,sec5,
guaranteed_true,"Given {premise} Is it guaranteed true that ""{hypothesis}""?",right;wrong,instructive,yes-no-like,sec5,
guaranteed_true,"Given {premise} Is it guaranteed true that ""{hypothesis}""?",correct;incorrect,instructive,yes-no-like,sec5,
guaranteed_true,"Given {premise} Is it guaranteed true that ""{hypothesis}""?",agree;disagree,instructive,yes-no-like,sec5,
guaranteed_true,"Given {premise} Is it guaranteed true that ""{hypothesis}""?",good;bad,instructive,yes-no-like,sec5,
guaranteed_true,"Given {premise} Is it guaranteed true that ""{hypothesis}""?",no;yes,instructive,reversed,sec5,
guaranteed_true,"Given {premise} Is it guaranteed true that ""{hypothesis}""?",false;true,instructive,reversed,sec5,
guaranteed_true,"Given {premise} Is it guaranteed true that ""{hypothesis}""?",negative;positive,instructive,reversed,sec5,
guaranteed_true,"Given {premise} Is it guaranteed true that ""{hypothesis}""?",cat;dog,instructive,arbitrary,sec5,
guaranteed_true,"Given {premise} Is it guaranteed true that ""{hypothesis}""?",She;He,instructive,arbitrary,sec5,
guaranteed_true,"Given {premise} Is it guaranteed true that ""{hypothesis}""?",B;C,instructive,arbitrary,sec5,
can_we_infer,"Suppose {premise} Can we infer that ""{hypothesis}""?",true;false,instructive,yes-no-like,sec5,
can_we_infer,"Suppose {premise} Can we infer that ""{hypothesis}""?",positive;negative,instructive,yes-no-like,sec5,
can_we_infer,"Suppose {premise} Can we infer that ""{hypothesis}""?",right;wrong,instructive,yes-no-like,sec5,
can_we_infer,"Suppose {premise} Can we infer that ""{hypothesis}""?",correct;incorrect,instructive,yes-no-like,sec5,
can_we_infer,"Suppose {premise} Can we infer that ""{hypothesis}""?",agree;disagree,instructive,yes-no-like,sec5,
can_we_infer,"Suppose {premise} Can we infer that ""{hypothesis}""?",good;bad,instructive,yes-no-like,sec5,
can_we_infer,"Suppose {premise} Can we infer that ""{hypothesis}""?",no;yes,instructive,reversed,sec5,
can_we_infer,"Suppose {premise} Can we infer that ""{hypothesis}""?",false;true,instructive,reversed,sec5,
can_we_infer,"Suppose {premise} Can we infer that ""{hypothesis}""?",negative;positive,instructive,reversed,sec5,
can_we_infer,"Suppose {premise} Can we infer that ""{hypothesis}""?",cat;dog,instructive,arbitrary,sec5,
can_we_infer,"Suppose {premise} Can we infer that ""{hypothesis}""?",She;He,instructive,arbitrary,sec5,
can_we_infer,"Suppose {premise} Can we infer that ""{hypothesis}""?",B;C,instructive,arbitrary,sec5,
does_it_follow,"Given that {premise} Does it follow that ""{hypothesis}""?",true;false,instructive,yes-no-like,sec5,
does_it_follow,"Given that {premise} Does it follow that ""{hypothesis}""?",positive;negative,instructive,yes-no-like,sec5,
does_it_follow,"Given that {premise} Does it follow that ""{hypothesis}""?",right;wrong,instructive,yes-no-like,sec5,
does_it_follow,"Given that {premise} Does it follow that ""{hypothesis}""?",correct;incorrect,instructive,yes-no-like,sec5,
does_it_follow,"Given that {premise} Does it follow that ""{hypothesis}""?",agree;disagree,instructive,yes-no-like,sec5,
does_it_follow,"Given that {premise} Does it follow that ""{hypothesis}""?",good;bad,instructive,yes-no-like,sec5,
does_it_follow,"Given that {premise} Does it follow that ""{hypothesis}""?",no;yes,instructive,reversed,sec5,
does_it_follow,"Given that {premise} Does it follow that ""{hypothesis}""?",false;true,instructive,reversed,sec5,
does_it_follow,"Given that {premise} Does it follow that ""{hypothesis}""?",negative;positive,instructive,reversed,sec5,
does_it_follow,"Given that {premise} Does it follow that ""{hypothesis}""?",cat;dog,instructive,arbitrary,sec5,
does_it_follow,"Given that {premise} Does it follow that ""{hypothesis}""?",She;He,instructive,arbitrary,sec5,
does_it_follow,"Given that {premise} Does it follow that ""{hypothesis}""?",B;C,instructive,arbitrary,sec5,
does_this_imply,"{premise} Question: Does this imply that ""{hypothesis}""?",true;false,instructive,yes-no-like,sec5,
does_this_imply,"{premise} Question: Does this imply that ""{hypothesis}""?",positive;negative,instructive,yes-no-like,sec5,
does_this_imply,"{premise} Question: Does this imply that ""{hypothesis}""?",right;wrong,instructive,yes-no-like,sec5,
does_this_imply,"{premise} Question: Does this imply that ""{hypothesis}""?",correct;incorrect,instructive,yes-no-like,sec5,
does_this_imply,"{premise} Question: Does this imply that ""{hypothesis}""?",agree;disagree,instructive,yes-no-like,sec5,
does_this_imply,"{premise} Question: Does this imply that ""{hypothesis}""?",good;bad,instructive,yes-no-like,sec5,
does_this_imply,"{premise} Question: Does this imply that ""{hypothesis}""?",no;yes,instructive,reversed,sec5,
does_this_imply,"{premise} Question: Does this imply that ""{hypothesis}""?",false;true,instructive,reversed,sec5,
does_this_imply,"{premise} Question: Does this imply that ""{hypothesis}""?",negative;positive,instructive,reversed,sec5,
does_this_imply,"{premise} Question: Does this imply that ""{hypothesis}""?",cat;dog,instructive,arbitrary,sec5,
does_this_imply,"{premise} Question: Does this imply that ""{hypothesis}""?",She;He,instructive,arbitrary,sec5,
does_this_imply,"{premise} Question: Does this imply that ""{hypothesis}""?",B;C,instructive,arbitrary,sec5,
modal_be_true,"Given that {premise} Therefore, it must be true that ""{hypothesis}""?",true;false,instructive,yes-no-like,sec5,
modal_be_true,"Given that {premise} Therefore, it must be true that ""{hypothesis}""?",positive;negative,instructive,yes-no-like,sec5,
modal_be_true,"Given that {premise} Therefore, it must be true that ""{hypothesis}""?",right;wrong,instructive,yes-no-like,sec5,
modal_be_true,"Given that {premise} Therefore, it must be true that ""{hypothesis}""?",correct;incorrect,instructive,yes-no-like,sec5,
modal_be_true,"Given that {premise} Therefore, it must be true that ""{hypothesis}""?",agree;disagree,instructive,yes-no-like,sec5,
modal_be_true,"Given that {premise} Therefore, it must be true that ""{hypothesis}""?",good;bad,instructive,yes-no-like,sec5,
modal_be_true,"Given that {premise} Therefore, it must be true that ""{hypothesis}""?",no;yes,instructive,reversed,sec5,
modal_be_true,"Given that {premise} Therefore, it must be true that ""{hypothesis}""?",false;true,instructive,reversed,sec5,
modal_be_true,"Given that {premise} Therefore, it must be true that ""{hypothesis}""?",negative;positive,instructive,reversed,sec5,
modal_be_true,"Given that {premise} Therefore, it must be true that ""{hypothesis}""?",cat;dog,instructive,arbitrary,sec5,
modal_be_true,"Given that {premise} Therefore, it must be true that ""{hypothesis}""?",She;He,instructive,arbitrary,sec5,
modal_be_true,"Given that {premise} Therefore, it must be true that ""{hypothesis}""?",B;C,instructive,arbitrary,sec5,
words_appear,{premise} Do most of the above words appear in the following passage? {hypothesis},true;false,misleading,yes-no-like,sec5,
words_appear,{premise} Do most of the above words appear in the following passage? {hypothesis},positive;negative,misleading,yes-no-like,sec5,
words_appear,{premise} Do most of the above words appear in the following passage? {hypothesis},right;wrong,misleading,yes-no-like,sec5,
words_appear,{premise} Do most of the above words appear in the following passage? {hypothesis},correct;incorrect,misleading,yes-no-like,sec5,
words_appear,{premise} Do most of the above words appear in the following passage? {hypothesis},agree;disagree,misleading,yes-no-like,sec5,
words_appear,{premise} Do most of the above words appear in the following passage? {hypothesis},good;bad,misleading,yes-no-like,sec5,
words_appear,{premise} Do most of the above words appear in the following passage? {hypothesis},no;yes,misleading,reversed,sec5,
words_appear,{premise} Do most of the above words appear in the following passage? {hypothesis},false;true,misleading,reversed,sec5,
words_appear,{premise} Do most of the above words appear in the following passage? {hypothesis},negative;positive,misleading,reversed,sec5,
words_appear,{premise} Do most of the above words appear in the following passage? {hypothesis},cat;dog,misleading,arbitrary,sec5,
words_appear,{premise} Do most of the above words appear in the following passage? {hypothesis},She;He,misleading,arbitrary,sec5,
words_appear,{premise} Do most of the above words appear in the following passage? {hypothesis},B;C,misleading,arbitrary,sec5,
similar_words,"{premise} Are there lots of similar words in ""{hypothesis}""?",true;false,misleading,yes-no-like,sec5,
similar_words,"{premise} Are there lots of similar words in ""{hypothesis}""?",positive;negative,misleading,yes-no-like,sec5,
similar_words,"{premise} Are there lots of similar words in ""{hypothesis}""?",right;wrong,misleading,yes-no-like,sec5,
similar_words,"{premise} Are there lots of similar words in ""{hypothesis}""?",correct;incorrect,misleading,yes-no-like,sec5,
similar_words,"{premise} Are there lots of similar words in ""{hypothesis}""?",agree;disagree,misleading,yes-no-like,sec5,
similar_words,"{premise} Are there lots of similar words in ""{hypothesis}""?",good;bad,misleading,yes-no-like,sec5,
similar_words,"{premise} Are there lots of similar words in ""{hypothesis}""?",no;yes,misleading,reversed,sec5,
similar_words,"{premise} Are there lots of similar words in ""{hypothesis}""?",false;true,misleading,reversed,sec5,
similar_words,"{premise} Are there lots of similar words in ""{hypothesis}""?",negative;positive,misleading,reversed,sec5,
similar_words,"{premise} Are there lots of similar words in ""{hypothesis}""?",cat;dog,misleading,arbitrary,sec5,
similar_words,"{premise} Are there lots of similar words in ""{hypothesis}""?",She;He,misleading,arbitrary,sec5,
similar_words,"{premise} Are there lots of similar words in ""{hypothesis}""?",B;C,misleading,arbitrary,sec5,
same_meaning,"{premise} Does that have the same meaning as ""{hypothesis}""?",true;false,misleading,yes-no-like,sec5,
same_meaning,"{premise} Does that have the same meaning as ""{hypothesis}""?",positive;negative,misleading,yes-no-like,sec5,
same_meaning,"{premise} Does that have the same meaning as ""{hypothesis}""?",right;wrong,misleading,yes-no-like,sec5,
same_meaning,"{premise} Does that have the same meaning as ""{hypothesis}""?",correct;incorrect,misleading,yes-no-like,sec5,
same_meaning,"{premise} Does that have the same meaning as ""{hypothesis}""?",agree;disagree,misleading,yes-no-like,sec5,
same_meaning,"{premise} Does that have the same meaning as ""{hypothesis}""?",good;bad,misleading,yes-no-like,sec5,
same_meaning,"{premise} Does that have the same meaning as ""{hypothesis}""?",no;yes,misleading,reversed,sec5,
same_meaning,"{premise} Does that have the same meaning as ""{hypothesis}""?",false;true,misleading,reversed,sec5,
same_meaning,"{premise} Does that have the same meaning as ""{hypothesis}""?",negative;positive,misleading,reversed,sec5,
same_meaning,"{premise} Does that have the same meaning as ""{hypothesis}""?",cat;dog,misleading,arbitrary,sec5,
same_meaning,"{premise} Does that have the same meaning as ""{hypothesis}""?",She;He,misleading,arbitrary,sec5,
same_meaning,"{premise} Does that have the same meaning as ""{hypothesis}""?",B;C,misleading,arbitrary,sec5,
paraphrase,"{premise} Can that be paraphrased as: ""{hypothesis}""?",true;false,misleading,yes-no-like,sec5,
paraphrase,"{premise} Can that be paraphrased as: ""{hypothesis}""?",positive;negative,misleading,yes-no-like,sec5,
paraphrase,"{premise} Can that be paraphrased as: ""{hypothesis}""?",right;wrong,misleading,yes-no-like,sec5,
paraphrase,"{premise} Can that be paraphrased as: ""{hypothesis}""?",correct;incorrect,misleading,yes-no-like,sec5,
paraphrase,"{premise} Can that be paraphrased as: ""{hypothesis}""?",agree;disagree,misleading,yes-no-like,sec5,
paraphrase,"{premise} Can that be paraphrased as: ""{hypothesis}""?",good;bad,misleading,yes-no-like,sec5,
paraphrase,"{premise} Can that be paraphrased as: ""{hypothesis}""?",no;yes,misleading,reversed,sec5,
paraphrase,"{premise} Can that be paraphrased as: ""{hypothesis}""?",false;true,misleading,reversed,sec5,
paraphrase,"{premise} Can that be paraphrased as: ""{hypothesis}""?",negative;positive,misleading,reversed,sec5,
paraphrase,"{premise} Can that be paraphrased as: ""{hypothesis}""?",cat;dog,misleading,arbitrary,sec5,
paraphrase,"{premise} Can that be paraphrased as: ""{hypothesis}""?",She;He,misleading,arbitrary,sec5,
paraphrase,"{premise} Can that be paraphrased as: ""{hypothesis}""?",B;C,misleading,arbitrary,sec5,
summarize,"{premise} Can that be summarized as ""{hypothesis}""?",true;false,misleading,yes-no-like,sec5,
summarize,"{premise} Can that be summarized as ""{hypothesis}""?",positive;negative,misleading,yes-no-like,sec5,
summarize,"{premise} Can that be summarized as ""{hypothesis}""?",right;wrong,misleading,yes-no-like,sec5,
summarize,"{premise} Can that be summarized as ""{hypothesis}""?",correct;incorrect,misleading,yes-no-like,sec5,
summarize,"{premise} Can that be summarized as ""{hypothesis}""?",agree;disagree,misleading,yes-no-like,sec5,
summarize,"{premise} Can that be summarized as ""{hypothesis}""?",good;bad,misleading,yes-no-like,sec5,
summarize,"{premise} Can that be summarized as ""{hypothesis}""?",no;yes,misleading,reversed,sec5,
summarize,"{premise} Can that be summarized as ""{hypothesis}""?",false;true,misleading,reversed,sec5,
summarize,"{premise} Can that be summarized as ""{hypothesis}""?",negative;positive,misleading,reversed,sec5,
summarize,"{premise} Can that be summarized as ""{hypothesis}""?",cat;dog,misleading,arbitrary,sec5,
summarize,"{premise} Can that be summarized as ""{hypothesis}""?",She;He,misleading,arbitrary,sec5,
summarize,"{premise} Can that be summarized as ""{hypothesis}""?",B;C,misleading,arbitrary,sec5,
start_with_the,"{premise} Does the paragraph start with ""the""? {hypothesis}",true;false,misleading_far,yes-no-like,sec5,
start_with_the,"{premise} Does the paragraph start with ""the""? {hypothesis}",positive;negative,misleading_far,yes-no-like,sec5,
start_with_the,"{premise} Does the paragraph start with ""the""? {hypothesis}",right;wrong,misleading_far,yes-no-like,sec5,
start_with_the,"{premise} Does the paragraph start with ""the""? {hypothesis}",correct;incorrect,misleading_far,yes-no-like,sec5,
start_with_the,"{premise} Does the paragraph start with ""the""? {hypothesis}",agree;disagree,misleading_far,yes-no-like,sec5,
start_with_the,"{premise} Does the paragraph start with ""the""? {hypothesis}",good;bad,misleading_far,yes-no-like,sec5,
start_with_the,"{premise} Does the paragraph start with ""the""? {hypothesis}",no;yes,misleading_far,reversed,sec5,
start_with_the,"{premise} Does the paragraph start with ""the""? {hypothesis}",false;true,misleading_far,reversed,sec5,
start_with_the,"{premise} Does the paragraph start with ""the""? {hypothesis}",negative;positive,misleading_far,reversed,sec5,
start_with_the,"{premise} Does the paragraph start with ""the""? {hypothesis}",cat;dog,misleading_far,arbitrary,sec5,
start_with_the,"{premise} Does the paragraph start with ""the""? {hypothesis}",She;He,misleading_far,arbitrary,sec5,
start_with_the,"{premise} Does the paragraph start with ""the""? {hypothesis}",B;C,misleading_far,arbitrary,sec5,
grammatical,{premise} Is this grammatically correct? {hypothesis},true;false,misleading_far,yes-no-like,sec5,
grammatical,{premise} Is this grammatically correct? {hypothesis},positive;negative,misleading_far,yes-no-like,sec5,
grammatical,{premise} Is this grammatically correct? {hypothesis},right;wrong,misleading_far,yes-no-like,sec5,
grammatical,{premise} Is this grammatically correct? {hypothesis},correct;incorrect,misleading_far,yes-no-like,sec5,
grammatical,{premise} Is this grammatically correct? {hypothesis},agree;disagree,misleading_far,yes-no-like,sec5,
grammatical,{premise} Is this grammatically correct? {hypothesis},good;bad,misleading_far,yes-no-like,sec5,
grammatical,{premise} Is this grammatically correct? {hypothesis},no;yes,misleading_far,reversed,sec5,
grammatical,{premise} Is this grammatically correct? {hypothesis},false;true,misleading_far,reversed,sec5,
grammatical,{premise} Is this grammatically correct? {hypothesis},negative;positive,misleading_far,reversed,sec5,
grammatical,{premise} Is this grammatically correct? {hypothesis},cat;dog,misleading_far,arbitrary,sec5,
grammatical,{premise} Is this grammatically correct? {hypothesis},She;He,misleading_far,arbitrary,sec5,
grammatical,{premise} Is this grammatically correct? {hypothesis},B;C,misleading_far,arbitrary,sec5,
sentiment,{premise} Is the sentiment positive? {hypothesis},true;false,misleading_far,yes-no-like,sec5,
sentiment,{premise} Is the sentiment positive? {hypothesis},positive;negative,misleading_far,yes-no-like,sec5,
sentiment,{premise} Is the sentiment positive? {hypothesis},right;wrong,misleading_far,yes-no-like,sec5,
sentiment,{premise} Is the sentiment positive? {hypothesis},correct;incorrect,misleading_far,yes-no-like,sec5,
sentiment,{premise} Is the sentiment positive? {hypothesis},agree;disagree,misleading_far,yes-no-like,sec5,
sentiment,{premise} Is the sentiment positive? {hypothesis},good;bad,misleading_far,yes-no-like,sec5,
sentiment,{premise} Is the sentiment positive? {hypothesis},no;yes,misleading_far,reversed,sec5,
sentiment,{premise} Is the sentiment positive? {hypothesis},false;true,misleading_far,reversed,sec5,
sentiment,{premise} Is the sentiment positive? {hypothesis},negative;positive,misleading_far,reversed,sec5,
sentiment,{premise} Is the sentiment positive? {hypothesis},cat;dog,misleading_far,arbitrary,sec5,
sentiment,{premise} Is the sentiment positive? {hypothesis},She;He,misleading_far,arbitrary,sec5,
sentiment,{premise} Is the sentiment positive? {hypothesis},B;C,misleading_far,arbitrary,sec5,
sportsball,{premise} Is this a sports news? {hypothesis},true;false,misleading_far,yes-no-like,sec5,
sportsball,{premise} Is this a sports news? {hypothesis},positive;negative,misleading_far,yes-no-like,sec5,
sportsball,{premise} Is this a sports news? {hypothesis},right;wrong,misleading_far,yes-no-like,sec5,
sportsball,{premise} Is this a sports news? {hypothesis},correct;incorrect,misleading_far,yes-no-like,sec5,
sportsball,{premise} Is this a sports news? {hypothesis},agree;disagree,misleading_far,yes-no-like,sec5,
sportsball,{premise} Is this a sports news? {hypothesis},good;bad,misleading_far,yes-no-like,sec5,
sportsball,{premise} Is this a sports news? {hypothesis},no;yes,misleading_far,reversed,sec5,
sportsball,{premise} Is this a sports news? {hypothesis},false;true,misleading_far,reversed,sec5,
sportsball,{premise} Is this a sports news? {hypothesis},negative;positive,misleading_far,reversed,sec5,
sportsball,{premise} Is this a sports news? {hypothesis},cat;dog,misleading_far,arbitrary,sec5,
sportsball,{premise} Is this a sports news? {hypothesis},She;He,misleading_far,arbitrary,sec5,
sportsball,{premise} Is this a sports news? {hypothesis},B;C,misleading_far,arbitrary,sec5,
french,{premise} Is this French? {hypothesis},true;false,misleading_far,yes-no-like,sec5,
french,{premise} Is this French? {hypothesis},positive;negative,misleading_far,yes-no-like,sec5,
french,{premise} Is this French? {hypothesis},right;wrong,misleading_far,yes-no-like,sec5,
french,{premise} Is this French? {hypothesis},correct;incorrect,misleading_far,yes-no-like,sec5,
french,{premise} Is this French? {hypothesis},agree;disagree,misleading_far,yes-no-like,sec5,
french,{premise} Is this French? {hypothesis},good;bad,misleading_far,yes-no-like,sec5,
french,{premise} Is this French? {hypothesis},no;yes,misleading_far,reversed,sec5,
french,{premise} Is this French? {hypothesis},false;true,misleading_far,reversed,sec5,
french,{premise} Is this French? {hypothesis},negative;positive,misleading_far,reversed,sec5,
french,{premise} Is this French? {hypothesis},cat;dog,misleading_far,arbitrary,sec5,
french,{premise} Is this French? {hypothesis},She;He,misleading_far,arbitrary,sec5,
french,{premise} Is this French? {hypothesis},B;C,misleading_far,arbitrary,sec5,
zoning,"{premise} Single-family zoning is bad for American cities. ""{hypothesis}""?",true;false,irrelevant_eta,yes-no-like,sec5,
zoning,"{premise} Single-family zoning is bad for American cities. ""{hypothesis}""?",positive;negative,irrelevant_eta,yes-no-like,sec5,
zoning,"{premise} Single-family zoning is bad for American cities. ""{hypothesis}""?",right;wrong,irrelevant_eta,yes-no-like,sec5,
zoning,"{premise} Single-family zoning is bad for American cities. ""{hypothesis}""?",correct;incorrect,irrelevant_eta,yes-no-like,sec5,
zoning,"{premise} Single-family zoning is bad for American cities. ""{hypothesis}""?",agree;disagree,irrelevant_eta,yes-no-like,sec5,
zoning,"{premise} Single-family zoning is bad for American cities. ""{hypothesis}""?",good;bad,irrelevant_eta,yes-no-like,sec5,
zoning,"{premise} Single-family zoning is bad for American cities. ""{hypothesis}""?",no;yes,irrelevant_eta,reversed,sec5,
zoning,"{premise} Single-family zoning is bad for American cities. ""{hypothesis}""?",false;true,irrelevant_eta,reversed,sec5,
zoning,"{premise} Single-family zoning is bad for American cities. ""{hypothesis}""?",negative;positive,irrelevant_eta,reversed,sec5,
zoning,"{premise} Single-family zoning is bad for American cities. ""{hypothesis}""?",cat;dog,irrelevant_eta,arbitrary,sec5,
zoning,"{premise} Single-family zoning is bad for American cities. ""{hypothesis}""?",She;He,irrelevant_eta,arbitrary,sec5,
zoning,"{premise} Single-family zoning is bad for American cities. ""{hypothesis}""?",B;C,irrelevant_eta,arbitrary,sec5,
concat_PHM,{premise} {hypothesis},true;false,null,yes-no-like,sec5,
concat_PHM,{premise} {hypothesis},positive;negative,null,yes-no-like,sec5,
concat_PHM,{premise} {hypothesis},right;wrong,null,yes-no-like,sec5,
concat_PHM,{premise} {hypothesis},correct;incorrect,null,yes-no-like,sec5,
concat_PHM,{premise} {hypothesis},agree;disagree,null,yes-no-like,sec5,
concat_PHM,{premise} {hypothesis},good;bad,null,yes-no-like,sec5,
concat_PHM,{premise} {hypothesis},no;yes,null,reversed,sec5,
concat_PHM,{premise} {hypothesis},false;true,null,reversed,sec5,
concat_PHM,{premise} {hypothesis},negative;positive,null,reversed,sec5,
concat_PHM,{premise} {hypothesis},cat;dog,null,arbitrary,sec5,
concat_PHM,{premise} {hypothesis},She;He,null,arbitrary,sec5,
concat_PHM,{premise} {hypothesis},B;C,null,arbitrary,sec5,
concat_HPM,{hypothesis} {premise},true;false,null,yes-no-like,sec5,
concat_HPM,{hypothesis} {premise},positive;negative,null,yes-no-like,sec5,
concat_HPM,{hypothesis} {premise},right;wrong,null,yes-no-like,sec5,
concat_HPM,{hypothesis} {premise},correct;incorrect,null,yes-no-like,sec5,
concat_HPM,{hypothesis} {premise},agree;disagree,null,yes-no-like,sec5,
concat_HPM,{hypothesis} {premise},good;bad,null,yes-no-like,sec5,
concat_HPM,{hypothesis} {premise},no;yes,null,reversed,sec5,
concat_HPM,{hypothesis} {premise},false;true,null,reversed,sec5,
concat_HPM,{hypothesis} {premise},negative;positive,null,reversed,sec5,
concat_HPM,{hypothesis} {premise},cat;dog,null,arbitrary,sec5,
concat_HPM,{hypothesis} {premise},She;He,null,arbitrary,sec5,
concat_HPM,{hypothesis} {premise},B;C,null,arbitrary,sec5,
